0	0	0	0
1	0	10	0
2	0	20	0
3	0	30	0
4	0	40	0
5	0	50	0
6	0	60	0
7	0	70	0
8	0	80	0
9	0	90	0
10	0	100	0
11	0	110	0
12	0	120	0
13	0	130	0
14	0	140	0
15	0	150	0
16	0	160	0
17	0	170	0
18	0	180	0
19	0	190	0
20	0	200	0
21	0	-10	0
22	0	-20	0
23	0	-30	0
24	0	-40	0
25	0	-50	0
26	0	-60	0
27	0	-70	0
28	0	-80	0
29	0	-90	0
30	0	-100	0
31	0	-110	0
32	0	-120	0
33	0	-130	0
34	0	-140	0
35	0	-150	0
36	0	-160	0
37	0	-170	0
38	0	-180	0
39	0	-190	0
40	0	-200	0
41	0	0	-10
42	0	0	-20
43	0	0	-30
44	0	0	-40
45	0	0	-50
46	0	0	-60
47	0	0	-70
48	0	0	-80
49	0	0	-90
50	0	0	-100
51	0	0	-110
52	0	0	-120
53	0	0	-130
54	0	0	-140
55	0	0	-150
56	0	0	-160
57	0	0	-170
58	0	0	-180
59	0	0	-190
60	0	0	-200
61	0	0	10
62	0	0	20
63	0	0	30
64	0	0	40
65	0	0	50
66	0	0	60
67	0	0	70
68	0	0	80
69	0	0	90
70	0	0	100
71	0	0	110
72	0	0	120
73	0	0	130
74	0	0	140
75	0	0	150
76	0	0	160
77	0	0	170
78	0	0	180
79	0	0	190
80	0	0	200
81	10	0	582	10	0	5583	10	0	10584	10	0	15585	10	0	20586	10	0	-587	10	0	-5588	10	0	-10589	10	0	-15590	10	0	-20591	10	5	092	10	55	093	10	105	094	10	155	095	10	205	096	10	-5	097	10	-55	098	10	-105	099	10	-155	0
